x,y,label,group
0.3894135622736461,0.22456817715940483,#2800ff,0
0.41511066286361825,0.18325983883769575,#0028ff,1
0.498588091306231,-0.07672567823210202,#0092ff,2
0.4930197485436489,-0.1314940308683716,#00b2ff,3
0.3128422812359663,-0.3606046758238521,#00ffff,4
0.10913973363868683,-0.4621649611519294,#00ff61,5
-0.07622234022256215,-0.4987935670199459,#77ff00,6
-0.2323611730535352,-0.4779571254044871,#b3ff00,7
-0.4441129135545582,-0.08445958762949002,#fff200,8
-0.441952825442195,0.12414673842684636,#ffbe00,9
-0.3651339163042374,0.2866551468629457,#ff9b00,10
-0.2859145682360434,0.3809756579485304,#ff5700,11
-0.2311050742391012,0.4164794998583777,#ff0000,12
-0.13664289141786543,0.4817498531901839,#ff0000,13
